n_neighbors,weights,metric,accuracy_train,accuracy_test
8,uniform,chebyshev,0.7683397683397684,0.6230769230769231
8,uniform,minkowski,0.7722007722007722,0.6076923076923076
8,distance,euclidean,1.0,0.6461538461538462
8,distance,manhattan,1.0,0.676923076923077
8,distance,chebyshev,1.0,0.6307692307692307
8,distance,minkowski,1.0,0.6461538461538462
9,uniform,euclidean,0.7586872586872587,0.6461538461538462
9,uniform,manhattan,0.7606177606177607,0.6692307692307692
9,uniform,chebyshev,0.7413127413127413,0.5923076923076923
9,uniform,minkowski,0.7586872586872587,0.6461538461538462
9,distance,euclidean,1.0,0.6538461538461539
9,distance,manhattan,1.0,0.6615384615384615
9,distance,chebyshev,1.0,0.6
9,distance,minkowski,1.0,0.6538461538461539
10,uniform,euclidean,0.7664092664092664,0.6461538461538462
10,uniform,manhattan,0.752895752895753,0.6384615384615384
10,uniform,chebyshev,0.7548262548262549,0.6230769230769231
10,uniform,minkowski,0.7664092664092664,0.6461538461538462
10,distance,euclidean,1.0,0.6384615384615384
10,distance,manhattan,1.0,0.676923076923077
10,distance,chebyshev,1.0,0.6307692307692307
10,distance,minkowski,1.0,0.6384615384615384
11,uniform,euclidean,0.7355212355212355,0.6384615384615384
11,uniform,manhattan,0.7451737451737451,0.6538461538461539
11,uniform,chebyshev,0.7258687258687259,0.6230769230769231
11,uniform,minkowski,0.7355212355212355,0.6384615384615384
11,distance,euclidean,1.0,0.6461538461538462
11,distance,manhattan,1.0,0.6461538461538462
11,distance,chebyshev,1.0,0.6076923076923076
11,distance,minkowski,1.0,0.6461538461538462
12,uniform,euclidean,0.7316602316602316,0.6384615384615384
12,uniform,manhattan,0.7413127413127413,0.6538461538461539
12,uniform,chebyshev,0.7374517374517374,0.6692307692307692
12,uniform,minkowski,0.7316602316602316,0.6384615384615384
12,distance,euclidean,1.0,0.6538461538461539
12,distance,manhattan,1.0,0.6692307692307692
12,distance,chebyshev,1.0,0.6692307692307692
12,distance,minkowski,1.0,0.6538461538461539
13,uniform,euclidean,0.7316602316602316,0.6692307692307692
13,uniform,manhattan,0.7258687258687259,0.676923076923077
13,uniform,chebyshev,0.7258687258687259,0.6076923076923076
13,uniform,minkowski,0.7316602316602316,0.6692307692307692
13,distance,euclidean,1.0,0.6692307692307692
13,distance,manhattan,1.0,0.676923076923077
13,distance,chebyshev,1.0,0.6461538461538462
13,distance,minkowski,1.0,0.6692307692307692
14,uniform,euclidean,0.722007722007722,0.6538461538461539
14,uniform,manhattan,0.7046332046332047,0.6692307692307692
14,uniform,chebyshev,0.7393822393822393,0.6307692307692307
14,uniform,minkowski,0.722007722007722,0.6538461538461539
14,distance,euclidean,1.0,0.6692307692307692
14,distance,manhattan,1.0,0.676923076923077
14,distance,chebyshev,1.0,0.6307692307692307
14,distance,minkowski,1.0,0.6692307692307692
15,uniform,euclidean,0.7065637065637066,0.6692307692307692
15,uniform,manhattan,0.7142857142857143,0.6846153846153846
15,uniform,chebyshev,0.7432432432432432,0.6307692307692307
15,uniform,minkowski,0.7065637065637066,0.6692307692307692
15,distance,euclidean,1.0,0.7076923076923077
15,distance,manhattan,1.0,0.6846153846153846
15,distance,chebyshev,1.0,0.6538461538461539
15,distance,minkowski,1.0,0.7076923076923077
16,uniform,euclidean,0.7027027027027027,0.6692307692307692
16,uniform,manhattan,0.7046332046332047,0.6923076923076923
16,uniform,chebyshev,0.7277992277992278,0.6384615384615384
16,uniform,minkowski,0.7027027027027027,0.6692307692307692
16,distance,euclidean,1.0,0.6692307692307692
16,distance,manhattan,1.0,0.6846153846153846
16,distance,chebyshev,1.0,0.6538461538461539
16,distance,minkowski,1.0,0.6692307692307692
17,uniform,euclidean,0.6872586872586872,0.6846153846153846
17,uniform,manhattan,0.7065637065637066,0.676923076923077
17,uniform,chebyshev,0.7200772200772201,0.6307692307692307
17,uniform,minkowski,0.6872586872586872,0.6846153846153846
17,distance,euclidean,1.0,0.6692307692307692
17,distance,manhattan,1.0,0.6846153846153846
17,distance,chebyshev,1.0,0.6384615384615384
17,distance,minkowski,1.0,0.6692307692307692
18,uniform,euclidean,0.6814671814671814,0.7
18,uniform,manhattan,0.7065637065637066,0.6923076923076923
18,uniform,chebyshev,0.6814671814671814,0.6538461538461539
18,uniform,minkowski,0.6814671814671814,0.7
18,distance,euclidean,1.0,0.7
18,distance,manhattan,1.0,0.6923076923076923
18,distance,chebyshev,1.0,0.6538461538461539
