Raw Signal,Spectrum,MFCC,Energy,Enveloppe,Npeak,File Name,Position,Racket Type,Age
"[[-0.01573961]
 [-0.02470204]
 [-0.0184555 ]
 ...
 [-6.36575884]
 [-6.51391056]
 [-6.44302587]]","[ 5415.43531949  3187.67362463  2567.48180365  2310.17664668
  2712.08164752  4750.01237374  5861.09087531  7294.61213095
  6809.31592905  2526.19741627  1916.44334827  6731.20305995
 12378.58506691 15011.07923786 15073.55648925 13232.44608325
  9198.86546013  3526.97081726  3167.95065624  6154.70070089
  6935.68001228  6660.33816873  6536.90900098  6290.8504212
  5453.53731957  4792.65700185  4583.99168445  4330.78831898
  4217.35879238  3897.35722494  3443.18977432  3203.47789734
  3146.67994955  3288.50982198  3930.11148159  5149.02592777
  6315.2400364   6800.78825497  6405.40498715  5516.33675028
  4666.88799791  4244.16371607  4334.41560067  4592.80749623
  4548.18328252  4063.40386971  3261.8186634   2383.86760666
  1690.00379251  1369.51581417  1393.88880675  1705.92413827
  2160.59362217  2528.22797895  2765.80868311  2980.624771
  3172.26033438  3250.61511389  3332.31258394  3440.39776193
  3572.64067937  3736.67342609  3756.06315583  3486.28804465
  3049.43661567  2725.69377651  2582.11577211  2522.76700366
  2389.85499481  2202.80967645  2122.43289956  2110.61692293
  2060.51720636  1953.39178269  1862.25857429  1845.74439128
  1866.91109183  1881.73211415  1850.63780244  1780.90847574
  1672.76129769  1556.52253725  1427.41402942  1254.51684894
  1122.1122859   1052.64138725  1025.45029736  1027.30486884
   957.18814466   742.03257897   504.33134677   365.69206401
   318.05947279   452.38432234   607.46455227   675.01180095
   716.89105168   725.98183826   700.26736608   705.20407143
   683.72120165   627.48048953]","[865.83400565 102.73581776  -5.58310878  39.94034661  25.14828368
 -15.04551172  -3.14204297  15.64700509   5.27129774  19.51049125
  12.36461791 -23.17633988   1.25130974   8.36053474  -4.58926686
  19.57567834  -7.93205436   3.57264477  -0.94080478  -3.31641589]","([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29326939.699582994, 16753225.94918954, 35254920.55230422, 87563752.38969004, 52748456.80754443, 202211218.00010902, 452544605.1198745, 272156278.2455183, 47916252.077840544, 92463761.75463074, 112047047.60500102, 43982540.900437884, 51731235.98626925, 22117826.460679576, 20715891.554156404, 81840500.97993532, 87279933.93837021, 70222740.37623568, 39881039.29673122, 37197222.17976012, 19178398.577718947, 3818499.570853885, 13970278.679200571, 16533821.697066996, 20629734.24772814, 35704405.34125114, 28070738.723864444, 28882674.566550918, 13031675.215302736, 10563777.366895804, 13205156.366198398, 7283746.454179175, 10433045.132160697, 6596495.274789462, 5220892.768024288, 4870459.317842182, 2159602.2025020085, 2522176.7860674122, 388080.7930076137, 305813.40332872176, 1338586.8936751874, 1017424.013473934, 1358519.2286935286], [10.0, 30.0, 50.0, 70.0, 90.0, 110.0, 130.0, 150.0, 170.0, 190.0, 210.0, 230.0, 250.0, 270.0, 290.0, 310.0, 330.0, 350.0, 370.0, 390.0, 410.0, 430.0, 450.0, 470.0, 490.0, 510.0, 530.0, 550.0, 570.0, 590.0, 610.0, 630.0, 650.0, 670.0, 690.0, 710.0, 730.0, 750.0, 770.0, 790.0, 810.0, 830.0, 850.0, 870.0, 890.0, 910.0, 930.0, 950.0, 970.0, 990.0])","[1196475648.8416536, 542608710.3219247, 213942407.40023857, 130831070.52380556, 18320348.96028249, 861206.4463323883]","(array([ 7, 14, 20, 37, 43, 62, 77, 87, 97, 99], dtype=int64), {'peak_heights': array([ 7294.61213095, 15073.55648925,  6935.68001228,  6800.78825497,
        4592.80749623,  3756.06315583,  1881.73211415,  1027.30486884,
         725.98183826,   705.20407143])})",P1_RB_1_C_1.csv,C,RB,1
"[[ 0.10185837]
 [ 0.10090781]
 [ 0.08882211]
 ...
 [-6.3521794 ]
 [-6.41980502]
 [-6.23933422]]","[ 3574.00394563  2253.1726773   2189.48902092  2488.22224804
  3854.38658174  5477.11870439  5745.92423204  5928.07723603
  3404.0583903   3309.66965905  7013.65147253 11370.36760705
 15843.2060713  16419.83105273 14037.63231501  9890.37789103
  4314.99818464  3208.54710478  7664.19872256  9198.9625336
  8491.49651413  7236.42661663  6220.29660634  4908.19206746
  3989.12418572  4680.8579404   5040.03483318  4578.76511961
  4159.63506718  3509.07370324  2772.10803262  2589.85520775
  3217.56604285  4494.06478235  6141.70911892  7620.0886156
  8198.72277286  7687.99390417  6562.25254763  5553.06410649
  5192.47932854  5444.51262419  5866.21919321  5993.03549564
  5455.08403426  4415.66689944  3297.10532166  2582.55138839
  2441.28839965  2659.87725674  3033.84143627  3411.03587092
  3632.17285322  3672.70381165  3635.43209402  3723.26572277
  3996.42009584  4350.30883444  4578.55118227  4663.58974349
  4674.0338096   4534.40371777  4211.37883315  3727.96362086
  3243.845602    2952.94104565  2801.57698642  2603.51651271
  2236.45292137  1845.14446945  1691.08884235  1724.47952978
  1789.00604166  1856.64325761  1924.78456821  2050.80487988
  2199.88137815  2257.31294725  2227.91479777  2200.59443119
  2207.40054336  2211.79517181  2201.78102279  2168.62611351
  2062.22342732  1922.55013671  1794.02752889  1639.13813398
  1578.18379284  1547.98793829  1481.10305642  1455.95891431
  1455.48377399  1487.06986118  1556.21437616  1610.65959828
  1660.55147311  1826.67903793  1975.38998566  2012.17324967
  2051.57912251  2002.64312073]","[ 8.66997822e+02  1.11872173e+02 -7.58850000e+00  4.11204371e+01
  1.67373080e+01 -1.82333632e+01 -1.13419277e+00  2.02495464e+01
  8.38219072e+00  1.79582138e+01  8.39463066e+00 -1.84785844e+01
  2.17244606e+00  1.22575047e+01  6.45271460e-01  1.11693706e+01
 -3.31702428e+00  8.40398656e-01 -1.29711622e+00  9.78661035e-03]","([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12773504.20335473, 9870649.286463767, 51046375.179107875, 68157744.99670608, 22541526.776558857, 429483745.1153235, 466665972.8115498, 126733558.68444283, 143360853.75357455, 124471383.22740585, 78695551.01107037, 47312382.17785061, 50581252.167433925, 14391932.941656668, 30549349.508051094, 163005396.51725417, 102168408.76938088, 87441080.26315784, 70329002.07479003, 49256055.98762435, 23500364.226061855, 16279140.881310223, 38316598.63652871, 27079074.15258573, 34896560.537484586, 64558792.27746949, 38296528.75205444, 33140107.867127113, 14627131.842789507, 8406279.782637373, 9034153.738462664, 7151919.820022585, 14140740.47509716, 9806220.196695546, 9764655.040882781, 13803544.35670162, 6914733.802578104, 7573704.5633363165, 4313482.623915471, 4329809.788374513, 7773458.720932486, 7238921.903051492, 12268397.551617622], [10.0, 30.0, 50.0, 70.0, 90.0, 110.0, 130.0, 150.0, 170.0, 190.0, 210.0, 230.0, 250.0, 270.0, 290.0, 310.0, 330.0, 350.0, 370.0, 390.0, 410.0, 430.0, 450.0, 470.0, 490.0, 510.0, 530.0, 550.0, 570.0, 590.0, 610.0, 630.0, 650.0, 670.0, 690.0, 710.0, 730.0, 750.0, 770.0, 790.0, 810.0, 830.0, 850.0, 870.0, 890.0, 910.0, 930.0, 950.0, 970.0, 990.0])","[1330633930.8070817, 642012177.2909163, 358973556.0129586, 156449674.52812794, 65761151.98646418, 8219556.364926225]","(array([  7,  13,  19,  26,  36,  43,  53,  60,  77,  81, 100], dtype=int64), {'peak_heights': array([ 5928.07723603, 16419.83105273,  9198.9625336 ,  5040.03483318,
        8198.72277286,  5993.03549564,  3672.70381165,  4674.0338096 ,
        2257.31294725,  2211.79517181,  2051.57912251])})",P1_RB_1_C_2.csv,C,RB,1
"[[-0.02701054]
 [-0.01506063]
 [-0.02510942]
 ...
 [-6.09050353]
 [-6.03944482]
 [-6.05234529]]","[ 4336.31750598  2636.18307151  2297.29013228  2280.9577918
  3519.29590382  5481.24591009  6017.4412306   6924.65046425
  5211.69527955  1439.66634317  5349.2598596  10300.64164625
 15710.2929778  17522.31349008 16247.70772712 12918.27613737
  7532.91587687  1652.58621074  5739.69591614  8490.54635044
  8761.91993704  8048.81588086  7378.8156189   6309.44209429
  4766.90469163  4414.66985186  4859.73182419  4787.83772602
  4738.97569149  4374.66789955  3750.84135939  3315.62354696
  3285.24686589  3907.86227789  5388.99661533  7257.08078966
  8510.423834    8573.6388301   7684.36048451  6458.04775852
  5568.17106297  5413.87052258  5789.75245109  6081.70236763
  5804.3532838   5000.83086869  3927.92516056  2988.61234036
  2536.05301906  2557.39305099  2867.38658773  3345.32469576
  3747.11213499  3949.37315559  4018.18746634  4083.86037794
  4130.46499153  4173.41234333  4291.66343823  4475.35724484
  4709.59791466  4825.30624434  4621.99164156  4073.33245427
  3403.41056551  2952.19288358  2750.6217624   2572.55039915
  2248.00146482  1882.89894626  1714.09196831  1701.10695042
  1716.85467955  1733.77961632  1810.21678299  2015.97027823
  2260.66555306  2413.11159947  2454.24879689  2453.63764661
  2468.18187123  2450.99665478  2412.48118566  2361.15343706
  2260.84210892  2176.02737541  2146.65802647  2064.62710167
  1926.41430062  1799.8592497   1609.31793825  1474.84226862
  1489.48911723  1529.12265386  1602.58667655  1703.54035104
  1733.00454239  1842.62383408  2027.21285017  2102.13233858
  2145.38857083  2180.406816  ]","[ 8.79790099e+02  1.04447655e+02 -6.54449577e+00  3.88947503e+01
  1.90965497e+01 -1.47172737e+01 -3.55331284e+00  2.04193598e+01
  8.28323152e+00  1.65897589e+01  1.10773701e+01 -1.89235145e+01
  3.39238233e-01  1.30348969e+01 -1.31682426e+00  1.48400665e+01
 -6.12130146e+00  1.56512072e+00 -1.67301299e+00 -2.55992413e+00]","([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18803649.512669392, 12227003.138366442, 47632268.83348431, 84160383.0157223, 29234406.866581075, 381531104.81844014, 571019476.4306395, 226357721.15339187, 105033486.53870031, 141554678.06705853, 116979359.81798166, 43106303.30391085, 64518999.92663403, 25062170.408436116, 26064234.552831136, 154133819.94199866, 132556678.84489325, 102020903.87297012, 70508337.13335845, 58698826.420391545, 30791964.70336754, 14762165.060756255, 40829594.99435566, 32823746.101202056, 34478111.633713454, 60627510.05368677, 44646387.08636822, 36890683.58232814, 14183935.635983054, 8598819.027666323, 8779466.123297222, 6282876.559377294, 14997852.496957919, 12043674.857878644, 12099306.351219635, 16506518.065969624, 9343235.821147237, 11213250.445319876, 4765063.943659843, 4556793.92090362, 8473638.527420158, 7504854.53380971, 13775826.372021748], [10.0, 30.0, 50.0, 70.0, 90.0, 110.0, 130.0, 150.0, 170.0, 190.0, 210.0, 230.0, 250.0, 270.0, 290.0, 310.0, 330.0, 350.0, 370.0, 390.0, 410.0, 430.0, 450.0, 470.0, 490.0, 510.0, 530.0, 550.0, 570.0, 590.0, 610.0, 630.0, 650.0, 670.0, 690.0, 710.0, 730.0, 750.0, 770.0, 790.0, 810.0, 830.0, 850.0, 870.0, 890.0, 910.0, 930.0, 950.0, 970.0, 990.0])","[1475999500.3079953, 745682625.7150116, 381654466.604771, 168604007.88762033, 78881621.97835903, 9356866.00311242]","(array([ 7, 13, 20, 26, 37, 43, 61, 78, 80], dtype=int64), {'peak_heights': array([ 6924.65046425, 17522.31349008,  8761.91993704,  4859.73182419,
        8573.6388301 ,  6081.70236763,  4825.30624434,  2454.24879689,
        2468.18187123])})",P1_RB_1_C_3.csv,C,RB,1
"[[-0.05687327]
 [-0.06352719]
 [-0.05049093]
 ...
 [-9.29265998]
 [-9.36829747]
 [-9.4553417 ]]","[7218.04796598 4371.60331682 3234.47362052 4342.51633642 6202.6621005
 5395.94504557  628.70568175 3427.32202057 6330.12865717 6699.42838526
 5921.17503468 5473.7336802  4340.03425383 2881.50545816 3149.3048572
 4799.76072491 5702.61030211 5239.03318378 3392.28707899 1071.31599007
  920.26283136 1994.34223547 2212.4047332  1939.95857498 1442.01850881
 1474.71208896 1956.61673933 2193.6953475  2633.46188544 3335.2508537
 3715.12291012 3255.06602762 2240.71197892 1281.74563673  542.50731873
   42.931128    457.15027562  653.58106944  760.94743402  857.7049056
  968.21885479 1128.27476493 1182.1006531   869.63485582  292.91798787
  524.6576524  1124.24852562 1626.24821151 2063.56898928 2260.37166844
 1998.52660901 1414.97355641  876.25575308  488.91159407  262.87897568
  427.06310294  609.19956072  640.03143917  554.81829156  408.07381022
  228.30087051   69.51671499  225.20296894  347.0432745   371.71296241
  357.40882145  325.63162071  227.44847932  154.72041542  424.21939658
  600.25759547  588.52564936  519.29872881  519.239044    603.05223737
  752.32332311  808.39508421  768.51921112  731.71821134  731.93847943
  736.85911788  757.61576509  765.57757687  697.89265957  633.40195186
  567.85135284  382.20825516  149.10437479   85.39665849  243.99967499
  408.00645601  546.53632669  646.03866735  696.80883404  644.36622209
  530.54343982  455.32497525  423.83599298  325.22787345  257.91566109
  253.23293493  227.24847918]","[ 8.39129304e+02  7.37712659e+01  1.54080869e+01  3.30579057e+01
  3.26590508e+00  5.77412867e+00  4.01554563e+00  4.28108926e+00
  3.78146745e+00 -4.31185494e+00  1.58219708e+01 -9.87026228e+00
 -4.62338279e+00  6.25087601e+00  7.87602309e-03  1.59998301e+01
 -4.78056242e+00  5.48419323e-02 -1.13373891e+01  4.10705021e+00]","([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 52100216.439195566, 29572735.16146761, 86446688.1998465, 12141807.066928713, 84952869.50554681, 83857971.5174777, 18221194.78896281, 83004935.974804, 12655329.576852545, 4824284.630941442, 10737591.355899453, 6003124.809925698, 22871319.03684362, 24397593.0814739, 6663662.049744261, 505143.6471313652, 1006209.2116733065, 2946109.401045996, 2153626.7365222815, 361066.5998466782, 8166934.966304647, 9103388.686404409, 3009008.8569663395, 251488.24974704345, 780764.3479039292, 526468.8587125845, 55548.95088299575, 386350.6264515165, 157768.76315096652, 203900.50338432743, 976342.7906190163, 633281.1858045837, 1810114.7725409423, 1071145.4784785563, 1116943.0071191539, 1474361.223109716, 468538.30923393084, 89060.54525522927, 465171.2245320908, 902908.5109093236, 904005.0027893123, 285410.1186106807, 182289.2788623253], [10.0, 30.0, 50.0, 70.0, 90.0, 110.0, 130.0, 150.0, 170.0, 190.0, 210.0, 230.0, 250.0, 270.0, 290.0, 310.0, 330.0, 350.0, 370.0, 390.0, 410.0, 430.0, 450.0, 470.0, 490.0, 510.0, 530.0, 550.0, 570.0, 590.0, 610.0, 630.0, 650.0, 670.0, 690.0, 710.0, 730.0, 750.0, 770.0, 790.0, 810.0, 830.0, 850.0, 870.0, 890.0, 910.0, 930.0, 950.0, 970.0, 990.0])","[462953748.2310823, 77744585.52872176, 26511077.71088787, 5346574.358790221, 5772918.429797406, 115768.79062435802]","(array([ 4,  9, 16, 22, 30, 42, 49, 57, 64, 70, 76, 82, 93], dtype=int64), {'peak_heights': array([6202.6621005 , 6699.42838526, 5702.61030211, 2212.4047332 ,
       3715.12291012, 1182.1006531 , 2260.37166844,  640.03143917,
        371.71296241,  600.25759547,  808.39508421,  765.57757687,
        696.80883404])})",P1_RB_1_S_1.csv,S,RB,1
"[[-0.08674804]
 [-0.04994775]
 [-0.05334261]
 ...
 [-8.81629311]
 [-8.88038808]
 [-8.96892605]]","[6351.72555525 3431.45941616 3006.71826545 4725.51022221 6673.83844212
 5696.4155854   929.33160258 3092.03183726 5481.92427508 5425.16131817
 4589.50466641 4505.22677462 3893.21902556 3043.95395651 3563.77072905
 4898.52185378 5287.87123833 4248.80057967 1953.13463066  444.25885607
 1855.73090364 2421.02829452 2229.92903955 1558.49916169  712.92194186
 1220.05059631 2102.29377141 2742.67206102 3325.89534052 3920.54212618
 4071.15703412 3329.0323264  2170.49694876 1233.84083289  608.55897753
  138.48053643  280.21516358  573.18146026  780.08696262  852.74665262
  886.61503686  960.74571027  974.10234741  734.17124609  357.99653913
  738.09614791 1352.86280173 1798.13251882 2109.97607091 2167.67893046
 1824.66348215 1228.87123721  693.99994645  333.13345327  275.05741548
  518.67322288  683.20421968  684.36567217  546.61212225  356.34798054
  172.32868588   29.44934386  229.69706527  332.1531839   374.90585645
  391.11934431  356.86264539  230.00122455  115.89794523  379.60870035
  551.73126744  572.85679773  520.75077589  501.2386863   525.64850724
  644.07971459  743.07191623  760.38282709  755.90419348  749.77051472
  766.83694886  793.45791529  752.43994828  642.0280585   562.90517872
  474.90589475  305.39730417  190.48205461  131.31174381  251.33941285
  377.53101881  458.3705409   573.45034896  659.19379487  632.42752615
  596.89845155  607.08331696  591.31594978  536.23305952  460.55846576
  347.01243835  235.03971152]","[ 8.34871606e+02  7.58839002e+01  1.36339083e+01  2.55066943e+01
  4.73716151e-01  1.40564353e+01  7.82610998e+00 -1.34157043e+00
  6.66827778e+00  1.30581321e+00  1.08662190e+01 -1.06128428e+01
 -2.78527707e+00  3.86505448e+00 -8.09779007e-02  1.87888874e+01
 -8.04093052e+00 -2.92336453e-01 -5.91717300e+00  2.15640663e+00]","([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40344417.529204994, 20815268.45254968, 99319716.93331085, 10424318.110153893, 59483869.08589695, 56517775.7547612, 21966117.49860161, 70009404.95092565, 4012100.8166912794, 9305115.189614978, 7909760.853609252, 5908162.55888085, 33954480.4135509, 27656775.826657254, 6233420.205476807, 468041.42600231303, 937072.6556428187, 2436295.396934214, 1487882.8018057817, 672947.4455929508, 9515517.335358828, 8028228.768658727, 2102738.340988847, 344678.49394067825, 935124.3790218264, 455465.87140398, 53628.00564633805, 403854.4802668517, 180251.51096744026, 157535.09909021336, 903753.6727639185, 527546.5738061838, 1545176.5951682087, 1133546.9744618472, 1217614.3694843003, 1295228.1438938647, 318803.12225865456, 116697.68764348765, 352633.222925861, 763381.761911473, 1124802.4910283694, 637200.4465797421, 387775.3987404041], [10.0, 30.0, 50.0, 70.0, 90.0, 110.0, 130.0, 150.0, 170.0, 190.0, 210.0, 230.0, 250.0, 270.0, 290.0, 310.0, 330.0, 350.0, 370.0, 390.0, 410.0, 430.0, 450.0, 470.0, 490.0, 510.0, 530.0, 550.0, 570.0, 590.0, 610.0, 630.0, 650.0, 670.0, 690.0, 710.0, 730.0, 750.0, 770.0, 790.0, 810.0, 830.0, 850.0, 870.0, 890.0, 910.0, 930.0, 950.0, 970.0, 990.0])","[382892989.1320961, 93100005.98298296, 25222004.80418159, 4934990.088147444, 6038475.346104656, 175661.2983615014]","(array([ 4,  8, 16, 21, 30, 42, 49, 57, 65, 71, 77, 81, 93, 96],
      dtype=int64), {'peak_heights': array([6673.83844212, 5481.92427508, 5287.87123833, 2421.02829452,
       4071.15703412,  974.10234741, 2167.67893046,  684.36567217,
        391.11934431,  572.85679773,  760.38282709,  793.45791529,
        659.19379487,  607.08331696])})",P1_RB_1_S_2.csv,S,RB,1
"[[-0.06800841]
 [-0.06366299]
 [-0.07384757]
 ...
 [-8.95154436]
 [-9.03478635]
 [-9.1043131 ]]","[5940.31845475 3170.58607701 2885.55247593 4568.24752305 6428.75652644
 5508.75660079 1053.33997038 3047.19320203 5313.0737772  5245.98537748
 4365.72011179 4055.29071733 3145.52119662 2674.24159567 3827.30644843
 5199.7554492  5435.43690846 4233.47560295 1827.76234151  576.0861983
 1933.42273781 2397.34380346 2128.43656483 1631.31862853 1528.26141966
 2096.0659907  2804.26767619 3282.12525546 3723.94514991 4289.11265237
 4448.71957251 3692.6526736  2532.66320421 1580.32307867  912.90601681
  350.41760329  144.0945755   502.96836172  670.85184417  679.5347852
  696.24896917  784.66393548  833.09862947  610.84325323  172.01721025
  688.6315594  1307.10048011 1746.08568727 2048.17156284 2098.97346048
 1765.676974   1180.6602159   659.52983379  310.99573843  270.00264407
  523.70049227  673.9457255   663.32918276  531.32872776  349.12561744
  175.99436287   70.00425174  182.85513445  246.63920281  270.77497433
  291.48901314  298.8302388   226.62206532   98.90234293  290.04064086
  408.91784087  402.57044293  334.94285894  301.32403145  326.52762311
  443.90067084  559.12658941  581.53468075  584.47828255  605.18872246
  645.16628049  682.83704567  641.70103775  542.43611179  487.94001598
  433.46380364  311.73882192  232.08951556  161.07896696  184.77036247
  286.57963164  362.09546437  474.31117222  585.72626056  570.13116604
  537.7400108   577.31142634  572.38691071  500.05445402  422.96529032
  318.11976275  208.24940491]","[ 8.33073038e+02  7.69921379e+01  1.09840731e+01  2.36812269e+01
 -3.80521915e-01  1.70052996e+01  1.36134264e+01  2.34518724e-01
  6.86778909e+00  2.94485807e+00  9.20329779e+00 -1.38598121e+01
 -4.95619121e+00  4.98570286e+00  5.53754008e-01  1.43330530e+01
 -7.03632607e+00  4.60456113e+00 -6.45568802e+00  6.53644510e-01]","([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35287383.34385623, 18379029.163091503, 92544195.1948614, 10394911.503712067, 55749115.54272516, 45399198.494909346, 21799842.762172244, 74503746.79809909, 3672590.4849215895, 9485380.795082448, 9527025.645107428, 12257409.83710676, 43036601.01674113, 33426789.602722775, 8911803.93893694, 976953.1389154121, 703019.3697108271, 1562227.643009123, 1067182.8064475507, 503803.34523101937, 8952333.643244425, 7523304.764332835, 1925656.4963911134, 347163.6334090445, 894208.445617567, 435172.9294540655, 38336.59545529639, 219115.82786907651, 140657.07211231068, 93905.24678657258, 441463.48086004815, 197416.46058229252, 847852.9334797853, 707868.2525722142, 882505.9604150839, 944102.6164228925, 285071.96215851104, 113952.0636789758, 213241.0105886442, 568046.3403947875, 947502.348691491, 577681.2325323138, 323467.63491309254], [10.0, 30.0, 50.0, 70.0, 90.0, 110.0, 130.0, 150.0, 170.0, 190.0, 210.0, 230.0, 250.0, 270.0, 290.0, 310.0, 330.0, 350.0, 370.0, 390.0, 410.0, 430.0, 450.0, 470.0, 490.0, 510.0, 530.0, 550.0, 570.0, 590.0, 610.0, 630.0, 650.0, 670.0, 690.0, 710.0, 730.0, 750.0, 770.0, 790.0, 810.0, 830.0, 850.0, 870.0, 890.0, 910.0, 930.0, 950.0, 970.0, 990.0])","[357730013.28834856, 118786750.86861782, 22718312.167079892, 2717589.8854803387, 4711003.171700146, 144567.9980956454]","(array([ 4,  8, 16, 21, 30, 42, 49, 56, 66, 70, 81, 93, 96], dtype=int64), {'peak_heights': array([6428.75652644, 5313.0737772 , 5435.43690846, 2397.34380346,
       4448.71957251,  833.09862947, 2098.97346048,  673.9457255 ,
        298.8302388 ,  408.91784087,  682.83704567,  585.72626056,
        577.31142634])})",P1_RB_1_S_3.csv,S,RB,1
"[[-3.90156217e-03]
 [-3.08679557e-03]
 [ 5.33245922e-03]
 ...
 [-5.96663507e+00]
 [-5.88855328e+00]
 [-5.79947213e+00]]","[ 2175.09424845  1874.12701221  1899.1298339   2029.45164847
  3362.0313336   4923.59150825  4908.92765007  5697.92185897
  3861.64564224  1819.35420232  6768.70099453 10571.84166476
 13531.03455172 14933.2022227  13672.22222582 10691.13799323
  6534.08520937  1151.53066506  3718.03124249  6091.35417903
  6465.11814357  5671.86542282  4818.31652205  3879.09071096
  2758.20708272  2551.93271882  2284.9776069   1789.93589188
  1696.67957278  1730.98076715  1659.09017803  1510.09505181
  1294.31658609  1169.29794399  1670.16036016  2645.90055275
  3275.82220296  3196.30307874  2895.76048909  2580.4445818
  2293.36437205  2138.10370399  2049.66401261  1698.77249834
  1040.46239046   609.02457874   596.42478484   666.44583343
   760.62108881   949.68963902  1376.02035802  2005.8264791
  2548.16466643  2809.48583029  2871.1368039   2839.07604923
  2680.45846208  2523.57583962  2504.15754282  2465.5258682
  2352.49193334  2195.42856172  1949.77934767  1721.8739858
  1685.5841264   1767.12369116  1838.06027551  1882.99308426
  1932.51766501  2009.37096172  2141.22908024  2261.82201619
  2306.27410455  2266.07433297  2229.97270047  2207.61214353
  2072.11609458  1805.37762278  1472.75882015  1193.80066016
   964.16902434   793.27340754   670.60320881   520.3280623
   415.54674383   398.10651058   389.134968     382.03937066
   322.54690337   240.38908808   252.0417249    327.67388106
   420.47983393   542.85630561   685.64617686   820.45473311
   921.95144037   980.7565437    995.9004139   1015.34872089
  1074.83676307  1107.17981745]","[866.15764577 108.15461819  -8.8425226   36.16321885  13.66306336
 -11.0112679  -10.79176786  14.51536174   4.1908697    7.45338012
   3.95294504  -9.4352143   -7.15854149  14.84537074   2.607279
  11.62314382  -2.42756179  -7.33459995   4.96619225   4.48634144]","([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4731034.989654987, 7119046.183930512, 39663682.02171413, 56563884.184642, 18222356.779762436, 340668045.37788284, 409930189.2161834, 158320723.98620635, 50928352.05457559, 73967809.98484503, 45871225.16167892, 11733483.2654289, 9078886.485970756, 5032967.28435473, 3042513.106831138, 20521236.469130076, 18601782.18134959, 16489701.831763588, 7086950.565688005, 1453472.923483429, 1378417.0136040868, 2795342.4361346145, 18409693.66210331, 16303779.359968781, 13553292.585267302, 17883841.102465898, 8621546.074220365, 8928770.00999672, 6924128.53177147, 7772196.187343584, 15019601.052332003, 10107871.127399001, 12426604.846559592, 3594178.5585345533, 1558904.6065920424, 893129.0523875646, 309914.81708300195, 307777.49927789764, 170895.2034186697, 471496.25928149995, 1993251.1073198388, 1953701.0324257826, 3412054.240409142], [10.0, 30.0, 50.0, 70.0, 90.0, 110.0, 130.0, 150.0, 170.0, 190.0, 210.0, 230.0, 250.0, 270.0, 290.0, 310.0, 330.0, 350.0, 370.0, 390.0, 410.0, 430.0, 450.0, 470.0, 490.0, 510.0, 530.0, 550.0, 570.0, 590.0, 610.0, 630.0, 650.0, 670.0, 690.0, 710.0, 730.0, 750.0, 770.0, 790.0, 810.0, 830.0, 850.0, 870.0, 890.0, 910.0, 930.0, 950.0, 970.0, 990.0])","[1086147314.7945523, 194508598.17934656, 83161578.94428343, 78929114.68459545, 8690002.602789668, 2381121.2154057715]","(array([ 5,  7, 13, 20, 29, 36, 54, 72], dtype=int64), {'peak_heights': array([ 4923.59150825,  5697.92185897, 14933.2022227 ,  6465.11814357,
        1730.98076715,  3275.82220296,  2871.1368039 ,  2306.27410455])})",P1_RB_1_V_1.csv,V,RB,1
