n_neighbors,weights,metric,accuracy_train,accuracy_test
16,uniform,chebyshev,0.6594911937377691,0.6875
16,uniform,minkowski,0.7181996086105675,0.734375
16,distance,euclidean,1.0,0.7265625
16,distance,manhattan,1.0,0.7109375
16,distance,chebyshev,1.0,0.7109375
16,distance,minkowski,1.0,0.7265625
17,uniform,euclidean,0.7201565557729941,0.6640625
17,uniform,manhattan,0.735812133072407,0.7109375
17,uniform,chebyshev,0.6653620352250489,0.6953125
17,uniform,minkowski,0.7201565557729941,0.6640625
17,distance,euclidean,1.0,0.71875
17,distance,manhattan,1.0,0.734375
17,distance,chebyshev,1.0,0.7265625
17,distance,minkowski,1.0,0.71875
18,uniform,euclidean,0.700587084148728,0.703125
18,uniform,manhattan,0.7142857142857143,0.7265625
18,uniform,chebyshev,0.6536203522504892,0.6875
18,uniform,minkowski,0.700587084148728,0.703125
18,distance,euclidean,1.0,0.6953125
18,distance,manhattan,1.0,0.7109375
18,distance,chebyshev,1.0,0.7265625
18,distance,minkowski,1.0,0.6953125
19,uniform,euclidean,0.7084148727984344,0.6953125
19,uniform,manhattan,0.7181996086105675,0.7109375
19,uniform,chebyshev,0.6731898238747553,0.6875
19,uniform,minkowski,0.7084148727984344,0.6953125
19,distance,euclidean,1.0,0.6953125
19,distance,manhattan,1.0,0.7265625
19,distance,chebyshev,1.0,0.71875
19,distance,minkowski,1.0,0.6953125
20,uniform,euclidean,0.7045009784735812,0.71875
20,uniform,manhattan,0.7162426614481409,0.7265625
20,uniform,chebyshev,0.6692759295499021,0.671875
20,uniform,minkowski,0.7045009784735812,0.71875
20,distance,euclidean,1.0,0.703125
20,distance,manhattan,1.0,0.71875
20,distance,chebyshev,1.0,0.7109375
20,distance,minkowski,1.0,0.703125
