n_neighbors,weights,metric,accuracy_train,accuracy_test
1,uniform,euclidean,1.0,0.9318181818181818
1,uniform,manhattan,1.0,0.9318181818181818
1,uniform,chebyshev,1.0,0.9545454545454546
1,uniform,minkowski,1.0,0.9318181818181818
1,distance,euclidean,1.0,0.9318181818181818
1,distance,manhattan,1.0,0.9318181818181818
1,distance,chebyshev,1.0,0.9545454545454546
1,distance,minkowski,1.0,0.9318181818181818
2,uniform,euclidean,0.936046511627907,0.8636363636363636
2,uniform,manhattan,0.9244186046511628,0.8636363636363636
2,uniform,chebyshev,0.9186046511627907,0.8636363636363636
2,uniform,minkowski,0.936046511627907,0.8636363636363636
2,distance,euclidean,1.0,0.9318181818181818
2,distance,manhattan,1.0,0.9318181818181818
2,distance,chebyshev,1.0,0.9545454545454546
2,distance,minkowski,1.0,0.9318181818181818
3,uniform,euclidean,0.9186046511627907,0.9318181818181818
3,uniform,manhattan,0.9069767441860465,0.9318181818181818
3,uniform,chebyshev,0.9127906976744186,0.8636363636363636
3,uniform,minkowski,0.9186046511627907,0.9318181818181818
3,distance,euclidean,1.0,0.9318181818181818
3,distance,manhattan,1.0,0.9318181818181818
3,distance,chebyshev,1.0,0.8863636363636364
3,distance,minkowski,1.0,0.9318181818181818
4,uniform,euclidean,0.8837209302325582,0.8636363636363636
4,uniform,manhattan,0.8895348837209303,0.8409090909090909
4,uniform,chebyshev,0.8604651162790697,0.8181818181818182
4,uniform,minkowski,0.8837209302325582,0.8636363636363636
4,distance,euclidean,1.0,0.9318181818181818
4,distance,manhattan,1.0,0.9318181818181818
4,distance,chebyshev,1.0,0.9090909090909091
4,distance,minkowski,1.0,0.9318181818181818
5,uniform,euclidean,0.8662790697674418,0.9090909090909091
5,uniform,manhattan,0.8953488372093024,0.8409090909090909
5,uniform,chebyshev,0.8662790697674418,0.8409090909090909
5,uniform,minkowski,0.8662790697674418,0.9090909090909091
5,distance,euclidean,1.0,0.9318181818181818
5,distance,manhattan,1.0,0.8863636363636364
5,distance,chebyshev,1.0,0.9090909090909091
5,distance,minkowski,1.0,0.9318181818181818
6,uniform,euclidean,0.872093023255814,0.8636363636363636
6,uniform,manhattan,0.8837209302325582,0.8409090909090909
