n_neighbors,weights,metric,accuracy_train,accuracy_test
1,uniform,euclidean,1.0,0.9545454545454546
1,uniform,manhattan,1.0,0.9545454545454546
1,uniform,chebyshev,1.0,0.9318181818181818
1,uniform,minkowski,1.0,0.9545454545454546
1,distance,euclidean,1.0,0.9545454545454546
1,distance,manhattan,1.0,0.9545454545454546
1,distance,chebyshev,1.0,0.9318181818181818
1,distance,minkowski,1.0,0.9545454545454546
2,uniform,euclidean,0.9825581395348837,0.9772727272727273
2,uniform,manhattan,0.9825581395348837,0.9772727272727273
2,uniform,chebyshev,0.9825581395348837,0.9545454545454546
2,uniform,minkowski,0.9825581395348837,0.9772727272727273
2,distance,euclidean,1.0,0.9545454545454546
2,distance,manhattan,1.0,0.9545454545454546
2,distance,chebyshev,1.0,0.9318181818181818
2,distance,minkowski,1.0,0.9545454545454546
3,uniform,euclidean,0.9651162790697675,0.9318181818181818
3,uniform,manhattan,0.9651162790697675,0.9545454545454546
3,uniform,chebyshev,0.9651162790697675,0.8863636363636364
3,uniform,minkowski,0.9651162790697675,0.9318181818181818
3,distance,euclidean,1.0,0.9318181818181818
3,distance,manhattan,1.0,0.9545454545454546
3,distance,chebyshev,1.0,0.8863636363636364
3,distance,minkowski,1.0,0.9318181818181818
4,uniform,euclidean,0.9476744186046512,0.9090909090909091
4,uniform,manhattan,0.9476744186046512,0.9318181818181818
4,uniform,chebyshev,0.9476744186046512,0.8863636363636364
4,uniform,minkowski,0.9476744186046512,0.9090909090909091
4,distance,euclidean,1.0,0.9318181818181818
4,distance,manhattan,1.0,0.9545454545454546
4,distance,chebyshev,1.0,0.9090909090909091
4,distance,minkowski,1.0,0.9318181818181818
5,uniform,euclidean,0.9302325581395349,0.9090909090909091
5,uniform,manhattan,0.9418604651162791,0.9318181818181818
5,uniform,chebyshev,0.9302325581395349,0.8863636363636364
5,uniform,minkowski,0.9302325581395349,0.9090909090909091
5,distance,euclidean,1.0,0.9318181818181818
5,distance,manhattan,1.0,0.9545454545454546
5,distance,chebyshev,1.0,0.9090909090909091
5,distance,minkowski,1.0,0.9318181818181818
6,uniform,euclidean,0.936046511627907,0.9090909090909091
6,uniform,manhattan,0.9476744186046512,0.9318181818181818
6,uniform,chebyshev,0.9302325581395349,0.8863636363636364
6,uniform,minkowski,0.936046511627907,0.9090909090909091
6,distance,euclidean,1.0,0.9318181818181818
6,distance,manhattan,1.0,0.9545454545454546
6,distance,chebyshev,1.0,0.9090909090909091
6,distance,minkowski,1.0,0.9318181818181818
7,uniform,euclidean,0.9302325581395349,0.8863636363636364
7,uniform,manhattan,0.936046511627907,0.9318181818181818
7,uniform,chebyshev,0.9302325581395349,0.8863636363636364
7,uniform,minkowski,0.9302325581395349,0.8863636363636364
7,distance,euclidean,1.0,0.9090909090909091
7,distance,manhattan,1.0,0.9545454545454546
7,distance,chebyshev,1.0,0.9090909090909091
7,distance,minkowski,1.0,0.9090909090909091
8,uniform,euclidean,0.9418604651162791,0.8863636363636364
8,uniform,manhattan,0.9244186046511628,0.9318181818181818
8,uniform,chebyshev,0.9418604651162791,0.8636363636363636
8,uniform,minkowski,0.9418604651162791,0.8863636363636364
8,distance,euclidean,1.0,0.9090909090909091
8,distance,manhattan,1.0,0.9545454545454546
8,distance,chebyshev,1.0,0.9090909090909091
8,distance,minkowski,1.0,0.9090909090909091
9,uniform,euclidean,0.9244186046511628,0.8863636363636364
9,uniform,manhattan,0.9011627906976745,0.9090909090909091
9,uniform,chebyshev,0.9302325581395349,0.8636363636363636
9,uniform,minkowski,0.9244186046511628,0.8863636363636364
9,distance,euclidean,1.0,0.9090909090909091
9,distance,manhattan,1.0,0.9318181818181818
