band_width,n_neighbors,weights,metric,accuracy_train,accuracy_test
80,13,uniform,euclidean,0.5831663326653307,0.464
10,9,uniform,manhattan,0.6052104208416834,0.464
40,15,uniform,manhattan,0.5651302605210421,0.464
80,18,uniform,minkowski,0.5791583166332666,0.464
10,17,uniform,euclidean,0.5671342685370742,0.464
80,20,uniform,minkowski,0.5450901803607214,0.464
100,11,uniform,chebyshev,0.6212424849699398,0.464
20,9,uniform,manhattan,0.5951903807615231,0.456
110,5,uniform,chebyshev,0.6953907815631263,0.456
100,17,uniform,manhattan,0.6012024048096193,0.456
20,13,uniform,manhattan,0.5851703406813628,0.456
110,5,uniform,minkowski,0.6953907815631263,0.456
100,15,uniform,minkowski,0.5831663326653307,0.456
80,12,uniform,manhattan,0.5891783567134269,0.456
110,5,uniform,manhattan,0.6953907815631263,0.456
100,14,uniform,chebyshev,0.5951903807615231,0.456
110,5,uniform,euclidean,0.6953907815631263,0.456
80,12,uniform,euclidean,0.5871743486973948,0.456
50,12,uniform,manhattan,0.5871743486973948,0.456
100,16,uniform,manhattan,0.6012024048096193,0.456
80,16,uniform,minkowski,0.6012024048096193,0.456
40,16,uniform,euclidean,0.5591182364729459,0.456
80,12,uniform,minkowski,0.5871743486973948,0.456
80,20,uniform,chebyshev,0.5591182364729459,0.456
50,12,uniform,minkowski,0.5851703406813628,0.456
40,11,uniform,manhattan,0.5490981963927856,0.456
20,17,uniform,manhattan,0.5711422845691383,0.456
100,16,uniform,chebyshev,0.5891783567134269,0.456
40,16,uniform,minkowski,0.5591182364729459,0.456
30,9,uniform,minkowski,0.593186372745491,0.456
10,12,uniform,chebyshev,0.5711422845691383,0.456
30,9,uniform,euclidean,0.593186372745491,0.456
10,10,uniform,chebyshev,0.593186372745491,0.456
60,18,uniform,manhattan,0.5390781563126252,0.456
70,7,uniform,chebyshev,0.6392785571142284,0.456
10,16,uniform,chebyshev,0.5551102204408818,0.456
80,14,uniform,minkowski,0.5791583166332666,0.456
50,16,uniform,minkowski,0.5811623246492986,0.456
30,11,uniform,chebyshev,0.6052104208416834,0.456
80,10,uniform,minkowski,0.5971943887775552,0.456
80,14,uniform,manhattan,0.5891783567134269,0.456
40,17,uniform,minkowski,0.5551102204408818,0.456
80,14,uniform,euclidean,0.5791583166332666,0.456
50,11,uniform,minkowski,0.5871743486973948,0.456
80,10,uniform,euclidean,0.5971943887775552,0.456
70,20,uniform,manhattan,0.5511022044088176,0.456
70,10,uniform,chebyshev,0.593186372745491,0.456
80,13,uniform,chebyshev,0.5871743486973948,0.456
40,18,uniform,euclidean,0.5370741482965932,0.456
100,15,uniform,euclidean,0.5831663326653307,0.456
50,16,uniform,euclidean,0.5811623246492986,0.456
60,19,uniform,euclidean,0.5490981963927856,0.456
50,12,uniform,euclidean,0.5851703406813628,0.456
30,19,uniform,chebyshev,0.5490981963927856,0.456
60,19,uniform,minkowski,0.5490981963927856,0.456
70,14,uniform,chebyshev,0.5731462925851704,0.456
40,18,uniform,minkowski,0.5370741482965932,0.456
50,11,uniform,euclidean,0.5871743486973948,0.456
80,16,uniform,euclidean,0.6012024048096193,0.456
60,11,uniform,chebyshev,0.5531062124248497,0.456
100,18,uniform,manhattan,0.5791583166332666,0.456
30,8,uniform,manhattan,0.6012024048096193,0.456
80,15,uniform,chebyshev,0.5851703406813628,0.456
40,17,uniform,euclidean,0.5551102204408818,0.456
70,17,uniform,manhattan,0.5490981963927856,0.448
50,7,uniform,chebyshev,0.6513026052104208,0.448
80,13,uniform,manhattan,0.5871743486973948,0.448
20,12,uniform,euclidean,0.5511022044088176,0.448
40,8,uniform,minkowski,0.591182364729459,0.448
40,13,uniform,manhattan,0.5771543086172345,0.448
40,12,uniform,euclidean,0.591182364729459,0.448
50,7,uniform,euclidean,0.6492985971943888,0.448
50,20,uniform,manhattan,0.5410821643286573,0.448
40,12,uniform,minkowski,0.591182364729459,0.448
50,7,uniform,minkowski,0.6492985971943888,0.448
40,8,uniform,euclidean,0.591182364729459,0.448
40,12,uniform,manhattan,0.5551102204408818,0.448
70,8,uniform,chebyshev,0.6513026052104208,0.448
20,20,uniform,minkowski,0.5511022044088176,0.448
20,20,uniform,euclidean,0.5511022044088176,0.448
70,11,uniform,chebyshev,0.6052104208416834,0.448
50,18,uniform,minkowski,0.56312625250501,0.448
10,19,uniform,chebyshev,0.5230460921843687,0.448
70,12,uniform,manhattan,0.5531062124248497,0.448
100,18,uniform,euclidean,0.5691382765531062,0.448
100,18,uniform,minkowski,0.5691382765531062,0.448
50,18,uniform,euclidean,0.56312625250501,0.448
50,14,uniform,manhattan,0.5671342685370742,0.448
70,12,uniform,chebyshev,0.5871743486973948,0.448
100,19,uniform,manhattan,0.5731462925851704,0.448
70,15,uniform,manhattan,0.5390781563126252,0.448
60,17,uniform,manhattan,0.5511022044088176,0.448
60,11,uniform,manhattan,0.5691382765531062,0.448
30,19,uniform,manhattan,0.5671342685370742,0.448
30,18,uniform,minkowski,0.5691382765531062,0.448
40,18,uniform,manhattan,0.5410821643286573,0.448
30,18,uniform,euclidean,0.5691382765531062,0.448
10,10,uniform,manhattan,0.5991983967935872,0.448
20,18,uniform,minkowski,0.5791583166332666,0.448
110,12,uniform,euclidean,0.5711422845691383,0.448
20,12,uniform,minkowski,0.5511022044088176,0.448
40,15,uniform,euclidean,0.5490981963927856,0.448
40,15,uniform,minkowski,0.5490981963927856,0.448
80,9,uniform,manhattan,0.6052104208416834,0.448
40,16,uniform,chebyshev,0.5571142284569138,0.448
110,12,uniform,manhattan,0.5711422845691383,0.448
110,12,uniform,chebyshev,0.5711422845691383,0.448
70,11,uniform,manhattan,0.56312625250501,0.448
80,10,uniform,manhattan,0.5751503006012024,0.448
110,12,uniform,minkowski,0.5711422845691383,0.448
40,10,uniform,manhattan,0.56312625250501,0.448
20,18,uniform,euclidean,0.5791583166332666,0.448
30,12,uniform,chebyshev,0.6172344689378757,0.448
50,11,uniform,chebyshev,0.5871743486973948,0.44
10,9,uniform,minkowski,0.6312625250501002,0.44
50,17,uniform,euclidean,0.561122244488978,0.44
50,17,uniform,manhattan,0.5651302605210421,0.44
110,6,uniform,euclidean,0.6472945891783567,0.44
100,19,uniform,euclidean,0.561122244488978,0.44
10,11,uniform,chebyshev,0.5851703406813628,0.44
110,6,uniform,minkowski,0.6472945891783567,0.44
10,8,uniform,euclidean,0.6092184368737475,0.44
110,10,uniform,chebyshev,0.5951903807615231,0.44
10,8,uniform,minkowski,0.6092184368737475,0.44
50,19,uniform,manhattan,0.561122244488978,0.44
110,6,uniform,manhattan,0.6472945891783567,0.44
110,10,uniform,minkowski,0.5951903807615231,0.44
110,6,uniform,chebyshev,0.6472945891783567,0.44
110,10,uniform,manhattan,0.5951903807615231,0.44
50,17,uniform,minkowski,0.561122244488978,0.44
110,10,uniform,euclidean,0.5951903807615231,0.44
50,9,uniform,minkowski,0.6232464929859719,0.44
10,10,uniform,minkowski,0.6292585170340681,0.44
100,17,uniform,chebyshev,0.5871743486973948,0.44
50,9,uniform,euclidean,0.6232464929859719,0.44
100,19,uniform,minkowski,0.561122244488978,0.44
10,9,uniform,euclidean,0.6312625250501002,0.44
10,10,uniform,euclidean,0.6292585170340681,0.44
60,11,uniform,euclidean,0.5591182364729459,0.44
70,17,uniform,minkowski,0.5511022044088176,0.44
30,11,uniform,euclidean,0.5831663326653307,0.44
70,14,uniform,euclidean,0.561122244488978,0.44
60,8,uniform,manhattan,0.5951903807615231,0.44
80,19,uniform,minkowski,0.5571142284569138,0.44
30,10,uniform,chebyshev,0.6112224448897795,0.44
80,17,uniform,manhattan,0.5511022044088176,0.44
80,19,uniform,euclidean,0.5571142284569138,0.44
40,14,uniform,manhattan,0.5751503006012024,0.44
60,12,uniform,chebyshev,0.5851703406813628,0.44
90,19,uniform,chebyshev,0.5831663326653307,0.44
70,17,uniform,euclidean,0.5511022044088176,0.44
70,16,uniform,minkowski,0.5470941883767535,0.44
60,11,uniform,minkowski,0.5591182364729459,0.44
70,16,uniform,euclidean,0.5470941883767535,0.44
70,12,uniform,euclidean,0.5671342685370742,0.44
70,14,uniform,minkowski,0.561122244488978,0.44
20,20,uniform,manhattan,0.5691382765531062,0.44
70,12,uniform,minkowski,0.5671342685370742,0.44
40,11,uniform,euclidean,0.5591182364729459,0.44
40,11,uniform,minkowski,0.5591182364729459,0.44
60,20,uniform,chebyshev,0.561122244488978,0.44
70,18,uniform,manhattan,0.533066132264529,0.44
60,18,uniform,chebyshev,0.5651302605210421,0.44
60,17,uniform,chebyshev,0.593186372745491,0.44
20,12,uniform,manhattan,0.5831663326653307,0.44
60,19,uniform,chebyshev,0.5831663326653307,0.44
40,17,uniform,chebyshev,0.5390781563126252,0.44
70,10,uniform,manhattan,0.5771543086172345,0.44
40,9,uniform,manhattan,0.5771543086172345,0.44
70,7,uniform,minkowski,0.6352705410821643,0.44
30,11,uniform,minkowski,0.5831663326653307,0.44
70,7,uniform,euclidean,0.6352705410821643,0.44
10,14,uniform,euclidean,0.5811623246492986,0.432
100,20,uniform,minkowski,0.561122244488978,0.432
100,20,uniform,euclidean,0.561122244488978,0.432
30,9,uniform,manhattan,0.5831663326653307,0.432
60,12,uniform,euclidean,0.5851703406813628,0.432
60,12,uniform,minkowski,0.5851703406813628,0.432
10,14,uniform,minkowski,0.5811623246492986,0.432
40,15,uniform,chebyshev,0.5571142284569138,0.432
80,19,uniform,manhattan,0.5651302605210421,0.432
80,8,uniform,manhattan,0.6072144288577155,0.432
80,19,uniform,chebyshev,0.561122244488978,0.432
70,10,uniform,euclidean,0.5891783567134269,0.432
30,10,uniform,minkowski,0.593186372745491,0.432
70,10,uniform,minkowski,0.5891783567134269,0.432
30,10,uniform,euclidean,0.593186372745491,0.432
10,8,uniform,chebyshev,0.6392785571142284,0.432
60,10,uniform,chebyshev,0.561122244488978,0.432
10,7,uniform,minkowski,0.6452905811623246,0.432
10,12,uniform,euclidean,0.5651302605210421,0.432
20,9,uniform,euclidean,0.5971943887775552,0.432
20,9,uniform,minkowski,0.5971943887775552,0.432
10,12,uniform,minkowski,0.5651302605210421,0.432
10,11,uniform,manhattan,0.6012024048096193,0.432
40,8,uniform,chebyshev,0.6032064128256514,0.432
10,20,uniform,chebyshev,0.5190380761523046,0.432
80,16,uniform,chebyshev,0.5851703406813628,0.432
70,15,uniform,chebyshev,0.5711422845691383,0.432
20,20,uniform,chebyshev,0.5410821643286573,0.432
10,7,uniform,euclidean,0.6452905811623246,0.432
20,19,uniform,chebyshev,0.5430861723446894,0.432
80,17,uniform,euclidean,0.5711422845691383,0.432
50,18,uniform,manhattan,0.5591182364729459,0.432
40,10,uniform,euclidean,0.593186372745491,0.432
60,19,uniform,manhattan,0.5470941883767535,0.432
40,10,uniform,minkowski,0.593186372745491,0.432
60,9,uniform,manhattan,0.5831663326653307,0.432
80,10,uniform,chebyshev,0.5891783567134269,0.432
80,18,uniform,chebyshev,0.5671342685370742,0.432
80,17,uniform,minkowski,0.5711422845691383,0.432
40,19,uniform,manhattan,0.5430861723446894,0.432
10,13,uniform,euclidean,0.5691382765531062,0.424
80,12,uniform,chebyshev,0.5711422845691383,0.424
50,12,uniform,chebyshev,0.5791583166332666,0.424
70,6,uniform,chebyshev,0.6332665330661322,0.424
70,8,uniform,manhattan,0.6032064128256514,0.424
10,13,uniform,minkowski,0.5691382765531062,0.424
70,9,uniform,manhattan,0.6152304609218436,0.424
10,12,uniform,manhattan,0.5691382765531062,0.424
50,10,uniform,minkowski,0.5991983967935872,0.424
10,13,uniform,manhattan,0.5871743486973948,0.424
50,20,uniform,minkowski,0.5571142284569138,0.424
110,15,uniform,manhattan,0.5571142284569138,0.424
70,11,uniform,minkowski,0.5671342685370742,0.424
60,7,uniform,manhattan,0.6192384769539078,0.424
50,8,uniform,euclidean,0.6352705410821643,0.424
60,7,uniform,minkowski,0.6172344689378757,0.424
110,15,uniform,minkowski,0.5571142284569138,0.424
110,15,uniform,chebyshev,0.5571142284569138,0.424
40,13,uniform,chebyshev,0.5691382765531062,0.424
110,15,uniform,euclidean,0.5571142284569138,0.424
50,8,uniform,minkowski,0.6352705410821643,0.424
60,6,uniform,manhattan,0.6352705410821643,0.424
70,19,uniform,manhattan,0.5470941883767535,0.424
50,20,uniform,euclidean,0.5571142284569138,0.424
70,11,uniform,euclidean,0.5671342685370742,0.424
10,16,uniform,minkowski,0.5531062124248497,0.424
10,16,uniform,euclidean,0.5531062124248497,0.424
10,15,uniform,minkowski,0.56312625250501,0.424
10,15,uniform,euclidean,0.56312625250501,0.424
30,19,uniform,euclidean,0.561122244488978,0.424
30,19,uniform,minkowski,0.561122244488978,0.424
50,10,uniform,euclidean,0.5991983967935872,0.424
60,7,uniform,euclidean,0.6172344689378757,0.424
70,18,uniform,euclidean,0.5410821643286573,0.416
50,6,uniform,chebyshev,0.6793587174348698,0.416
70,18,uniform,minkowski,0.5410821643286573,0.416
40,12,uniform,chebyshev,0.5571142284569138,0.416
40,9,uniform,minkowski,0.5771543086172345,0.416
10,6,uniform,chebyshev,0.6513026052104208,0.416
50,8,uniform,chebyshev,0.6372745490981964,0.416
70,9,uniform,chebyshev,0.6292585170340681,0.416
50,9,uniform,chebyshev,0.6212424849699398,0.416
110,8,uniform,chebyshev,0.6412825651302605,0.416
40,9,uniform,euclidean,0.5771543086172345,0.416
110,8,uniform,minkowski,0.6412825651302605,0.416
110,7,uniform,chebyshev,0.657314629258517,0.416
110,8,uniform,manhattan,0.6412825651302605,0.416
110,8,uniform,euclidean,0.6412825651302605,0.416
30,20,uniform,minkowski,0.561122244488978,0.416
30,20,uniform,euclidean,0.561122244488978,0.416
50,15,uniform,chebyshev,0.5551102204408818,0.416
50,16,uniform,chebyshev,0.5531062124248497,0.416
40,19,uniform,euclidean,0.5430861723446894,0.416
10,18,uniform,chebyshev,0.5250501002004008,0.416
40,19,uniform,minkowski,0.5430861723446894,0.416
80,20,uniform,manhattan,0.5490981963927856,0.416
60,8,uniform,minkowski,0.6072144288577155,0.416
60,8,uniform,euclidean,0.6072144288577155,0.416
50,19,uniform,euclidean,0.5671342685370742,0.416
10,20,uniform,manhattan,0.5350701402805611,0.416
40,20,uniform,manhattan,0.5390781563126252,0.416
50,19,uniform,minkowski,0.5671342685370742,0.416
50,14,uniform,chebyshev,0.5511022044088176,0.416
60,9,uniform,chebyshev,0.593186372745491,0.416
50,13,uniform,chebyshev,0.5731462925851704,0.416
110,7,uniform,minkowski,0.657314629258517,0.416
40,14,uniform,chebyshev,0.5571142284569138,0.416
80,17,uniform,chebyshev,0.5711422845691383,0.416
110,7,uniform,euclidean,0.657314629258517,0.416
110,7,uniform,manhattan,0.657314629258517,0.416
70,20,uniform,euclidean,0.5591182364729459,0.408
110,9,uniform,chebyshev,0.6152304609218436,0.408
110,9,uniform,minkowski,0.6152304609218436,0.408
10,19,uniform,manhattan,0.5450901803607214,0.408
50,10,uniform,chebyshev,0.5831663326653307,0.408
10,19,uniform,euclidean,0.5370741482965932,0.408
10,19,uniform,minkowski,0.5370741482965932,0.408
60,9,uniform,euclidean,0.5751503006012024,0.408
70,8,uniform,minkowski,0.6212424849699398,0.408
60,9,uniform,minkowski,0.5751503006012024,0.408
50,18,uniform,chebyshev,0.5571142284569138,0.408
40,11,uniform,chebyshev,0.5731462925851704,0.408
110,9,uniform,manhattan,0.6152304609218436,0.408
110,9,uniform,euclidean,0.6152304609218436,0.408
110,14,uniform,chebyshev,0.5651302605210421,0.408
10,11,uniform,minkowski,0.6032064128256514,0.408
40,20,uniform,euclidean,0.5410821643286573,0.408
70,8,uniform,euclidean,0.6212424849699398,0.408
70,19,uniform,euclidean,0.5470941883767535,0.408
40,20,uniform,minkowski,0.5410821643286573,0.408
70,19,uniform,minkowski,0.5470941883767535,0.408
70,20,uniform,minkowski,0.5591182364729459,0.408
110,14,uniform,minkowski,0.5651302605210421,0.408
10,7,uniform,chebyshev,0.6352705410821643,0.408
110,14,uniform,manhattan,0.5651302605210421,0.408
10,11,uniform,euclidean,0.6032064128256514,0.408
110,14,uniform,euclidean,0.5651302605210421,0.408
50,17,uniform,chebyshev,0.5571142284569138,0.408
40,18,uniform,chebyshev,0.5370741482965932,0.408
10,18,uniform,euclidean,0.5511022044088176,0.408
60,10,uniform,manhattan,0.5831663326653307,0.408
30,10,uniform,manhattan,0.5971943887775552,0.408
60,8,uniform,chebyshev,0.6032064128256514,0.408
10,18,uniform,minkowski,0.5511022044088176,0.408
80,11,uniform,chebyshev,0.5791583166332666,0.4
10,18,uniform,manhattan,0.561122244488978,0.4
60,10,uniform,euclidean,0.5651302605210421,0.4
110,17,uniform,minkowski,0.5430861723446894,0.4
110,17,uniform,chebyshev,0.5430861723446894,0.4
110,17,uniform,manhattan,0.5430861723446894,0.4
110,17,uniform,euclidean,0.5430861723446894,0.4
10,17,uniform,manhattan,0.5711422845691383,0.4
60,10,uniform,minkowski,0.5651302605210421,0.4
50,19,uniform,chebyshev,0.5591182364729459,0.4
10,14,uniform,manhattan,0.5851703406813628,0.4
110,18,uniform,euclidean,0.5210420841683366,0.392
110,18,uniform,chebyshev,0.5210420841683366,0.392
70,18,uniform,chebyshev,0.5430861723446894,0.392
70,9,uniform,euclidean,0.6152304609218436,0.392
70,9,uniform,minkowski,0.6152304609218436,0.392
110,18,uniform,minkowski,0.5210420841683366,0.392
110,18,uniform,manhattan,0.5210420841683366,0.392
70,16,uniform,chebyshev,0.5591182364729459,0.392
70,17,uniform,chebyshev,0.5551102204408818,0.392
10,20,uniform,minkowski,0.5190380761523046,0.384
10,15,uniform,manhattan,0.5871743486973948,0.384
40,9,uniform,chebyshev,0.591182364729459,0.384
40,19,uniform,chebyshev,0.5170340681362725,0.384
10,20,uniform,euclidean,0.5190380761523046,0.384
110,19,uniform,minkowski,0.5150300601202404,0.376
110,19,uniform,euclidean,0.5150300601202404,0.376
110,19,uniform,manhattan,0.5150300601202404,0.376
110,19,uniform,chebyshev,0.5150300601202404,0.376
10,16,uniform,manhattan,0.5651302605210421,0.376
40,10,uniform,chebyshev,0.5771543086172345,0.376
110,16,uniform,chebyshev,0.561122244488978,0.368
70,20,uniform,chebyshev,0.5390781563126252,0.368
110,16,uniform,minkowski,0.561122244488978,0.368
110,16,uniform,euclidean,0.561122244488978,0.368
110,16,uniform,manhattan,0.561122244488978,0.368
70,19,uniform,chebyshev,0.5370741482965932,0.368
50,20,uniform,chebyshev,0.5430861723446894,0.36
110,20,uniform,euclidean,0.501002004008016,0.36
110,20,uniform,manhattan,0.501002004008016,0.36
110,20,uniform,chebyshev,0.501002004008016,0.36
110,20,uniform,minkowski,0.501002004008016,0.36
40,20,uniform,chebyshev,0.5070140280561122,0.36
