Chanel_Name,band_width,n_neighbors,weights,metric,accuracy_train,accuracy_test
Right,10,5,uniform,chebyshev,0.6652719665271967,0.5583333333333333
Right,10,5,uniform,minkowski,0.6715481171548117,0.6083333333333333
Right,10,5,distance,euclidean,1.0,0.575
Right,10,5,distance,manhattan,1.0,0.6416666666666667
Right,10,5,distance,chebyshev,1.0,0.5666666666666667
Right,10,5,distance,minkowski,1.0,0.575
Right,10,6,uniform,euclidean,0.6715481171548117,0.575
Right,10,6,uniform,manhattan,0.6903765690376569,0.6333333333333333
Right,10,6,uniform,chebyshev,0.6464435146443515,0.6166666666666667
Right,10,6,uniform,minkowski,0.6715481171548117,0.575
Right,10,6,distance,euclidean,1.0,0.575
Right,10,6,distance,manhattan,1.0,0.6333333333333333
Right,10,6,distance,chebyshev,1.0,0.5916666666666667
Right,10,6,distance,minkowski,1.0,0.575
Right,10,7,uniform,euclidean,0.6778242677824268,0.6
Right,10,7,uniform,manhattan,0.6861924686192469,0.6416666666666667
Right,10,7,uniform,chebyshev,0.6443514644351465,0.5833333333333334
Right,10,7,uniform,minkowski,0.6778242677824268,0.6
Right,10,7,distance,euclidean,1.0,0.5833333333333334
Right,10,7,distance,manhattan,1.0,0.6333333333333333
Right,10,7,distance,chebyshev,1.0,0.5666666666666667
Right,10,7,distance,minkowski,1.0,0.5833333333333334
Right,10,8,uniform,euclidean,0.6569037656903766,0.5833333333333334
Right,10,8,uniform,manhattan,0.6652719665271967,0.6583333333333333
Right,10,8,uniform,chebyshev,0.6297071129707112,0.5833333333333334
Right,10,8,uniform,minkowski,0.6569037656903766,0.5833333333333334
Right,10,8,distance,euclidean,1.0,0.5833333333333334
Right,10,8,distance,manhattan,1.0,0.65
Right,10,8,distance,chebyshev,1.0,0.5833333333333334
Right,10,8,distance,minkowski,1.0,0.5833333333333334
Right,10,9,uniform,euclidean,0.6673640167364017,0.6083333333333333
Right,10,9,uniform,manhattan,0.6736401673640168,0.6583333333333333
Right,10,9,uniform,chebyshev,0.6108786610878661,0.5833333333333334
Right,10,9,uniform,minkowski,0.6673640167364017,0.6083333333333333
Right,10,9,distance,euclidean,1.0,0.6
Right,10,9,distance,manhattan,1.0,0.6333333333333333
Right,10,9,distance,chebyshev,1.0,0.575
Right,10,9,distance,minkowski,1.0,0.6
Right,10,10,uniform,euclidean,0.6464435146443515,0.5833333333333334
Right,10,10,uniform,manhattan,0.6464435146443515,0.65
Right,10,10,uniform,chebyshev,0.6171548117154811,0.6
Right,10,10,uniform,minkowski,0.6464435146443515,0.5833333333333334
Right,10,10,distance,euclidean,1.0,0.6
Right,10,10,distance,manhattan,1.0,0.6416666666666667
Right,10,10,distance,chebyshev,1.0,0.5833333333333334
Right,10,10,distance,minkowski,1.0,0.6
Right,10,11,uniform,euclidean,0.6464435146443515,0.6
Right,10,11,uniform,manhattan,0.6443514644351465,0.6333333333333333
Right,10,11,uniform,chebyshev,0.6129707112970711,0.575
Right,10,11,uniform,minkowski,0.6464435146443515,0.6
Right,10,11,distance,euclidean,1.0,0.5916666666666667
Right,10,11,distance,manhattan,1.0,0.6416666666666667
Right,10,11,distance,chebyshev,1.0,0.5916666666666667
Right,10,11,distance,minkowski,1.0,0.5916666666666667
Right,10,12,uniform,euclidean,0.6317991631799164,0.6
Right,10,12,uniform,manhattan,0.6464435146443515,0.625
Right,10,12,uniform,chebyshev,0.6213389121338913,0.5916666666666667
Right,10,12,uniform,minkowski,0.6317991631799164,0.6
Right,10,12,distance,euclidean,1.0,0.6
Right,10,12,distance,manhattan,1.0,0.625
Right,10,12,distance,chebyshev,1.0,0.575
Right,10,12,distance,minkowski,1.0,0.6
Right,10,13,uniform,euclidean,0.6276150627615062,0.5916666666666667
Right,10,13,uniform,manhattan,0.6338912133891214,0.6333333333333333
Right,10,13,uniform,chebyshev,0.602510460251046,0.6
Right,10,13,uniform,minkowski,0.6276150627615062,0.5916666666666667
Right,10,13,distance,euclidean,1.0,0.6
Right,10,13,distance,manhattan,1.0,0.625
Right,10,13,distance,chebyshev,1.0,0.5916666666666667
Right,10,13,distance,minkowski,1.0,0.6
Right,10,14,uniform,euclidean,0.6171548117154811,0.575
Right,10,14,uniform,manhattan,0.6213389121338913,0.6166666666666667
Right,10,14,uniform,chebyshev,0.5836820083682008,0.5583333333333333
Right,10,14,uniform,minkowski,0.6171548117154811,0.575
Right,10,14,distance,euclidean,1.0,0.5916666666666667
Right,10,14,distance,manhattan,1.0,0.625
Right,10,14,distance,chebyshev,1.0,0.5833333333333334
Right,10,14,distance,minkowski,1.0,0.5916666666666667
Right,10,15,uniform,euclidean,0.6297071129707112,0.5916666666666667
Right,10,15,uniform,manhattan,0.6171548117154811,0.6
Right,10,15,uniform,chebyshev,0.5794979079497908,0.575
Right,10,15,uniform,minkowski,0.6297071129707112,0.5916666666666667
Right,10,15,distance,euclidean,1.0,0.6083333333333333
Right,10,15,distance,manhattan,1.0,0.625
Right,10,15,distance,chebyshev,1.0,0.6083333333333333
Right,10,15,distance,minkowski,1.0,0.6083333333333333
Right,10,16,uniform,euclidean,0.6171548117154811,0.5666666666666667
Right,10,16,uniform,manhattan,0.604602510460251,0.6
Right,10,16,uniform,chebyshev,0.5899581589958159,0.6
Right,10,16,uniform,minkowski,0.6171548117154811,0.5666666666666667
Right,10,16,distance,euclidean,1.0,0.5916666666666667
Right,10,16,distance,manhattan,1.0,0.625
Right,10,16,distance,chebyshev,1.0,0.6166666666666667
Right,10,16,distance,minkowski,1.0,0.5916666666666667
Right,10,17,uniform,euclidean,0.6150627615062761,0.5833333333333334
Right,10,17,uniform,manhattan,0.6108786610878661,0.6166666666666667
Right,10,17,uniform,chebyshev,0.5920502092050209,0.575
Right,10,17,uniform,minkowski,0.6150627615062761,0.5833333333333334
Right,10,17,distance,euclidean,1.0,0.6083333333333333
Right,10,17,distance,manhattan,1.0,0.6416666666666667
Right,10,17,distance,chebyshev,1.0,0.6083333333333333
Right,10,17,distance,minkowski,1.0,0.6083333333333333
Right,10,18,uniform,euclidean,0.600418410041841,0.5833333333333334
Right,10,18,uniform,manhattan,0.5983263598326359,0.5833333333333334
Right,10,18,uniform,chebyshev,0.5836820083682008,0.5916666666666667
Right,10,18,uniform,minkowski,0.600418410041841,0.5833333333333334
Right,10,18,distance,euclidean,1.0,0.6083333333333333
Right,10,18,distance,manhattan,1.0,0.6416666666666667
Right,10,18,distance,chebyshev,1.0,0.6083333333333333
Right,10,18,distance,minkowski,1.0,0.6083333333333333
Right,10,19,uniform,euclidean,0.604602510460251,0.5916666666666667
Right,10,19,uniform,manhattan,0.5941422594142259,0.6
Right,10,19,uniform,chebyshev,0.5836820083682008,0.575
Right,10,19,uniform,minkowski,0.604602510460251,0.5916666666666667
Right,10,19,distance,euclidean,1.0,0.6083333333333333
Right,10,19,distance,manhattan,1.0,0.6416666666666667
Right,10,19,distance,chebyshev,1.0,0.6166666666666667
Right,10,19,distance,minkowski,1.0,0.6083333333333333
Right,10,20,uniform,euclidean,0.5941422594142259,0.6
Right,10,20,uniform,manhattan,0.5857740585774058,0.5916666666666667
Right,10,20,uniform,chebyshev,0.5857740585774058,0.575
Right,10,20,uniform,minkowski,0.5941422594142259,0.6
Right,10,20,distance,euclidean,1.0,0.6083333333333333
Right,10,20,distance,manhattan,1.0,0.625
Right,10,20,distance,chebyshev,1.0,0.6166666666666667
Right,10,20,distance,minkowski,1.0,0.6083333333333333
